county,year,quarter,ordinary_osr_target,fif_aia_target,total_revenue_target,osr_actual_realised,fif_aia_actual,actual_revenue,performance_percent
kitui,2024_25,03,171880000.0,363430000.0,988650000.0,,,535309999.99999994,54.0
kwale,2024_25,03,186780000.0,84250000.0,650000000.0,,,271040000.0,42.0
laikipia,2024_25,03,369400000.0,501120000.0,1445000000.0,,,870530000.0,60.0
lamu,2024_25,03,66769999.99999999,98110000.0,290000000.0,,,164880000.0,57.0
machakos,2024_25,03,1008170000.0,170390000.0,3475960000.0,,,1178560000.0,34.0
makueni,2024_25,03,350750000.0,210080000.0,1081610000.0,,,560820000.0,52.0
mandera,2024_25,03,143470000.0,59360000.0,336530000.0,,,202830000.0,60.0
marsabit,2024_25,03,52040000.0,76890000.0,251160000.0,,,128940000.0,51.0
meru,2024_25,03,275290000.0,498920000.0,1050000000.0,,,774210000.0,74.0
migori,2024_25,03,226420000.0,161410000.0,690000000.0,,,387830000.0,56.0
mombasa,2024_25,03,2279670000.0,937790000.0,5996910000.0,,,3217460000.0,54.0
muranga,2024_25,03,481130000.0,351290000.0,1600000000.0,,,832420000.0,52.0
nairobi city,2024_25,03,8711690000.0,1246690000.0,20060930000.0,,,9958380000.0,50.0
nakuru,2024_25,03,1270590000.0,1278750000.0,4445970000.0,,,2549350000.0,57.0
nandi,2024_25,03,234610000.0,133590000.0,844170000.0,,,368200000.0,44.0
narok,2024_25,03,4878990000.0,75030000.0,4980000000.0,,,4954020000.0,99.0
nyamira,2024_25,03,77140000.0,322300000.0,850000000.0,,,399440000.0,47.0
nyandarua,2024_25,03,242040000.0,178830000.0,850000000.0,,,420870000.0,50.0
nyeri,2024_25,03,461330000.0,497560000.0,1636300000.0,,,958890000.0,59.0
samburu,2024_25,03,232870000.0,7540000.0,281630000.0,,,240410000.0,85.0
siaya,2024_25,03,136080000.0,340200000.0,1044060000.0,,,476280000.0,46.0
taita taveta,2024_25,03,186900000.0,130880000.0,850000000.0,,,317780000.0,37.0
tana river,2024_25,03,163180000.0,2960000.0,96630000.0,,,166130000.0,172.0
tharaka nithi,2024_25,03,152180000.0,163200000.0,485000000.0,,,315380000.0,65.0
trans nzoia,2024_25,03,205910000.0,175300000.0,680000000.0,,,381220000.0,56.0
turkana,2024_25,03,120520000.0,109960000.0,320000000.0,,,230480000.0,72.0
uasin gishu,2024_25,03,760320000.0,31090000.0,1395000000.0,,,791410000.0,57.0
vihiga,2024_25,03,123300000.0,115650000.0,340000000.0,,,238950000.0,70.0
wajir,2024_25,03,87930000.0,79370000.0,270000000.0,,,167300000.0,62.0
west pokot,2024_25,03,54360000.0,90790000.0,230000000.0,,,145150000.0,63.0
