county,year,quarter,program,sub_program,approved_budget_kshs,actual_expenditure_kshs,is_total,department_new,program_new,sub_program_new
kisumu,2020_21,4,408015060.0,Medical and Bio-Medical Services,328848000.0,138416464.0,False,,408015060.0,Medical and Bio-Medical Services
kisumu,2020_21,4,409015060.0,"County and Sub-County Hospital Ser-
vices",328848000.0,138416464.0,False,,409015060.0,"County and Sub-County Hospital Ser-
vices"
kitui,2020_21,4,Health and Sanitation,,,,False,,Health and Sanitation,
kitui,2020_21,4,Health Promotion and Disease Control,404013710.0,2997772.0,2849895.0,False,,Health Promotion and Disease Control,404013710.0
kitui,2020_21,4,Health Promotion and Disease Control,404023710.0,53592106.0,47357056.0,False,,Health Promotion and Disease Control,404023710.0
kitui,2020_21,4,Medical Services,402013710.0,2609670372.0,2485699892.0,False,,Medical Services,402013710.0
kitui,2020_21,4,Medical Services,402023710.0,12710550.0,13279655.0,False,,Medical Services,402023710.0
kitui,2020_21,4,Medical Services,403023710.0,126707592.0,126707592.0,False,,Medical Services,403023710.0
kitui,2020_21,4,Medical Services,404033710.0,25542200.0,25533222.0,False,,Medical Services,404033710.0
kitui,2020_21,4,Public Health,403013710.0,7662909.0,7354495.0,False,,Public Health,403013710.0
kitui,2020_21,4,Public Health,403023710.0,1531796.0,1400376.0,False,,Public Health,403023710.0
kitui,2020_21,4,Public Health,403033710.0,1802113.0,1796805.0,False,,Public Health,403033710.0
kitui,2020_21,4,Rural Health Services,402033710.0,324380396.0,322050880.0,False,,Rural Health Services,402033710.0
kitui,2020_21,4,Rural Health Services,404023710.0,13493220.0,12490927.0,False,,Rural Health Services,404023710.0
kitui,2020_21,4,Rural Health Services,404033710.0,3714860.0,3668371.0,False,,Rural Health Services,404033710.0
kitui,2020_21,4,Rural Health Services,404043710.0,22499905.0,22316043.0,False,,Rural Health Services,404043710.0
kwale,2020_21,4,Medical And Public Health Services,,,,False,,Medical And Public Health Services,
kwale,2020_21,4,Medical Drugs(0402043060)),,313500000.0,313458879.0,False,,Medical Drugs(0402043060)),
kwale,2020_21,4,Msambweni Hospital (0405013060),,58006733.0,53134595.0,False,,Msambweni Hospital (0405013060),
kwale,2020_21,4,Kinango Hospital(0406013060),,24825186.0,26259390.0,False,,Kinango Hospital(0406013060),
kwale,2020_21,4,Kwale Hospital(0407013060),,56510000.0,21981973.0,False,,Kwale Hospital(0407013060),
kwale,2020_21,4,Tiwi Rural Health Facility(0408013060),,4554000.0,4494243.0,False,,Tiwi Rural Health Facility(0408013060),
kwale,2020_21,4,Samburu Hospital(0409013060),,18017725.0,6848571.0,False,,Samburu Hospital(0409013060),
kwale,2020_21,4,Lungalunga Hospital(0410013060),,18398200.0,17571409.0,False,,Lungalunga Hospital(0410013060),
kwale,2020_21,4,Public Health(0401053060),,2850000.0,2262190.0,False,,Public Health(0401053060),
kwale,2020_21,4,Rural Health Facilities(0412013060),,226984849.0,124121091.0,False,,Rural Health Facilities(0412013060),
kwale,2020_21,4,Diani Health Centre(0413013060),,1620000.0,1073714.0,False,,Diani Health Centre(0413013060),
kwale,2020_21,4,"Maternal New Born And Child
Health(0401023060)",,209833877.0,62419798.0,False,,"Maternal New Born And Child
Health(0401023060)",
laikipia,2020_21,4,"Curative & Rehabili-
tative Services","Health Products & Technolo-
gies support",50832955.0,44505800.0,False,,"Curative & Rehabili-
tative Services","Health Products & Technolo-
gies support"
laikipia,2020_21,4,"Curative & Rehabili-
tative Services","Essential health institutions &
services",132261404.0,84993524.0,False,,"Curative & Rehabili-
tative Services","Essential health institutions &
services"
laikipia,2020_21,4,"Curative & Rehabili-
tative Services","Emergency referral & Rehabil-
itative services",133421416.0,126594079.0,False,,"Curative & Rehabili-
tative Services","Emergency referral & Rehabil-
itative services"
laikipia,2020_21,4,"Curative & Rehabili-
tative Services","Health Infrastructure Devel-
opment",3614030.0,688553.0,False,,"Curative & Rehabili-
tative Services","Health Infrastructure Devel-
opment"
laikipia,2020_21,4,"Curative & Rehabili-
tative Services","Health training centre devel-
opment",2838655.0,12601.0,False,,"Curative & Rehabili-
tative Services","Health training centre devel-
opment"
laikipia,2020_21,4,"Curative & Rehabili-
tative Services","Ultra-modern maternity in-
frastructure development",1498272.0,403059.0,False,,"Curative & Rehabili-
tative Services","Ultra-modern maternity in-
frastructure development"
laikipia,2020_21,4,"Preventive Health
Services","Srtandards & Quality assur-
ance",5300000.0,5280130.0,False,,"Preventive Health
Services","Srtandards & Quality assur-
ance"
laikipia,2020_21,4,"Preventive Health
Services","Family planning, Maternal &
child health",3300000.0,1301620.0,False,,"Preventive Health
Services","Family planning, Maternal &
child health"
laikipia,2020_21,4,"Preventive Health
Services","Non-communicable disease
control",800000.0,795000.0,False,,"Preventive Health
Services","Non-communicable disease
control"
laikipia,2020_21,4,"Preventive Health
Services","Communicty health strategy
& advocacy",181391277.0,97956192.0,False,,"Preventive Health
Services","Communicty health strategy
& advocacy"
laikipia,2020_21,4,"Preventive Health
Services","Social health insurance
scheme",40000000.0,29246274.0,False,,"Preventive Health
Services","Social health insurance
scheme"
laikipia,2020_21,4,"Livestock Resourc-
es Management &
Development","Animal Health and Disease
Management and Control",400248513.0,173069816.0,False,,"Livestock Resourc-
es Management &
Development","Animal Health and Disease
Management and Control"
machakos,2020_21,4,Sub-programme 5,Hospitality Services Section,23580000.0,21616932.0,False,,Sub-programme 5,Hospitality Services Section
machakos,2020_21,4,HEALTH AND EMERGENCY SERVICES,,,,False,,HEALTH AND EMERGENCY SERVICES,
machakos,2020_21,4,Sub-programme 7,"Public Health and Communi-
ty Outreach",62922539.0,39877930.0,False,,Sub-programme 7,"Public Health and Communi-
ty Outreach"
makueni,2020_21,4,Programme 2: Curative health care services,,,,False,,Programme 2: Curative health care services,
makueni,2020_21,4,"SP2. 1: Curative
health care services",,293169813.0,37200.0,False,,"SP2. 1: Curative
health care services",
makueni,2020_21,4,Programme 3; Preventive and promotive health care services,,,,False,,Programme 3; Preventive and promotive health care services,
makueni,2020_21,4,"SP3. 1 Preventive
and promotive
health care services",,79086845.0,23272568.0,False,,"SP3. 1 Preventive
and promotive
health care services",
meru,2020_21,4,Health Service,,,,False,,Health Service,
meru,2020_21,4,Preventive and Promotive,Preventive services,137181996.0,54957816.0,False,,Preventive and Promotive,Preventive services
meru,2020_21,4,Health Care Services,Promotive health care,,,False,,Health Care Services,Promotive health care
meru,2020_21,4,Curative Health,"Curative health care
services",815052444.0,815052444.0,False,,Curative Health,"Curative health care
services"
migori,2020_21,4,Veterinary services,Veterinary Public Health management,13186000.0,3400464.0,False,,Veterinary services,Veterinary Public Health management
migori,2020_21,4,Health Services,,,,False,,Health Services,
migori,2020_21,4,"Planning and adminis-
trative support services","Infrastructure and Health facility man-
agement",173396148.0,89991173.0,False,,"Planning and adminis-
trative support services","Infrastructure and Health facility man-
agement"
migori,2020_21,4,"Preventive And Promo-
tive Health Services",Community Health Services,24338054.0,19127729.0,False,,"Preventive And Promo-
tive Health Services",Community Health Services
migori,2020_21,4,"Preventive And Promo-
tive Health Services",Environmental Health Services,338054.0,,False,,"Preventive And Promo-
tive Health Services",Environmental Health Services
migori,2020_21,4,"Preventive And Promo-
tive Health Services",Human Nutrition and Dietetics,4514161.0,500000.0,False,,"Preventive And Promo-
tive Health Services",Human Nutrition and Dietetics
migori,2020_21,4,"Preventive And Promo-
tive Health Services",HIV/AIDS and TB,946550.0,700000.0,False,,"Preventive And Promo-
tive Health Services",HIV/AIDS and TB
migori,2020_21,4,"Preventive And Promo-
tive Health Services","Disease surveillance /Emergency pre-
paredness& response",93095657.0,88019578.0,False,,"Preventive And Promo-
tive Health Services","Disease surveillance /Emergency pre-
paredness& response"
migori,2020_21,4,"Preventive And Promo-
tive Health Services",Health promotion & education,338054.0,,False,,"Preventive And Promo-
tive Health Services",Health promotion & education
migori,2020_21,4,"Preventive And Promo-
tive Health Services","Non Communicable Diseases, Violence
and Injuries",253540.0,60830.0,False,,"Preventive And Promo-
tive Health Services","Non Communicable Diseases, Violence
and Injuries"
migori,2020_21,4,"Preventive And Promo-
tive Health Services","Maternal Child and Adolescence Health
Services",66276108.0,46697287.0,False,,"Preventive And Promo-
tive Health Services","Maternal Child and Adolescence Health
Services"
migori,2020_21,4,Curative services,Hospital Services,277106889.0,271853107.0,False,,Curative services,Hospital Services
mombasa,2020_21,4,3017 Health Services,Administration Unit,2795779953.0,2795779953.0,False,,3017 Health Services,Administration Unit
mombasa,2020_21,4,3017 Health Services,"Curative/Clinical Health Ser-
vices",400050162.0,465141519.0,False,,3017 Health Services,"Curative/Clinical Health Ser-
vices"
mombasa,2020_21,4,3017 Health Services,"Preventive and Promotive Ser-
vices Unit",71546475.0,80873034.0,False,,3017 Health Services,"Preventive and Promotive Ser-
vices Unit"
mombasa,2020_21,4,3017 Health Services,Special Programs,644880.0,1170800.0,False,,3017 Health Services,Special Programs
muranga,2020_21,4,4018 HEALTH AND SANITATION,,,,False,,4018 HEALTH AND SANITATION,
muranga,2020_21,4,Curative Health Services,"Forensic and Diag-
nostics",3000000.0,600000.0,False,,Curative Health Services,"Forensic and Diag-
nostics"
muranga,2020_21,4,Curative Health Services,"Free Primary Health-
care",486706290.0,401017568.0,False,,Curative Health Services,"Free Primary Health-
care"
nairobi,2020_21,4,"0116005310 P.10:An-
imal Health, Safety
and Quality Assur-
ance",,47509499.0,5422345.0,False,,"0116005310 P.10:An-
imal Health, Safety
and Quality Assur-
ance",
nakuru,2020_21,4,"Community Health
Strategy",Community Health Strategy,,,False,,"Community Health
Strategy",Community Health Strategy
nakuru,2020_21,4,"Community Health
Strategy","Environmental Health and Sanita-
tion Program",1000000.0,960000.0,False,,"Community Health
Strategy","Environmental Health and Sanita-
tion Program"
nakuru,2020_21,4,"Community Health
Strategy",Health Promotive Services,480047580.0,259663067.0,False,,"Community Health
Strategy",Health Promotive Services
nakuru,2020_21,4,"Community Health
Strategy",,2653415542.0,532828373.0,False,,"Community Health
Strategy",
nakuru,2020_21,4,"Provision of Essential
Health Services in all the
Levels.","Provision of Essential Health Ser-
vices in all the Levels.",2653415542.0,532828373.0,False,,"Provision of Essential
Health Services in all the
Levels.","Provision of Essential Health Ser-
vices in all the Levels."
nakuru,2020_21,4,"Provision of Essential
Health Services in all the
Levels.",,3971599462.0,3771135523.0,False,,"Provision of Essential
Health Services in all the
Levels.",
nakuru,2020_21,4,"Health Infrastructure
Development",Health Infrastructure Development,2000000.0,,False,,"Health Infrastructure
Development",Health Infrastructure Development
nakuru,2020_21,4,"Health Infrastructure
Development",Human Resources for health,3969599462.0,3771135523.0,False,,"Health Infrastructure
Development",Human Resources for health
nakuru,2020_21,4,"Health Infrastructure
Development",Research and Development,,,False,,"Health Infrastructure
Development",Research and Development
nakuru,2020_21,4,"Health Infrastructure
Development",,898689692.0,416354812.0,False,,"Health Infrastructure
Development",
nandi,2020_21,4,Health and Sanitation,,,,False,,Health and Sanitation,
nandi,2020_21,4,"Health Service Delivery Admin-
istration Services","Health Service Delivery Ad-
ministration Services",1897509456.0,1941158192.0,False,,"Health Service Delivery Admin-
istration Services","Health Service Delivery Ad-
ministration Services"
nandi,2020_21,4,"Health Service Delivery Admin-
istration Services",Construction of building,335976629.0,222821778.0,False,,"Health Service Delivery Admin-
istration Services",Construction of building
nandi,2020_21,4,"Preventive & Promotive Health
Services",Community Health Services,391537664.0,421410481.0,False,,"Preventive & Promotive Health
Services",Community Health Services
nandi,2020_21,4,Curative Health Services,"Curative Health Management
Services",126796289.0,119034979.0,False,,Curative Health Services,"Curative Health Management
Services"
nandi,2020_21,4,"Health Sector Programme Sup-
port
(DANIDA FUNDS)","County Health Facilities Sup-
port (DANIDA)",18808500.0,21301340.0,False,,"Health Sector Programme Sup-
port
(DANIDA FUNDS)","County Health Facilities Sup-
port (DANIDA)"
nyamira,2020_21,4,Livestock promotion and development,Animal health disease and management,,,False,,Livestock promotion and development,Animal health disease and management
nyamira,2020_21,4,Preventive and promotive health services,,,,False,,Preventive and promotive health services,
nyamira,2020_21,4,Preventive and promotive health services,Health promotion,,,False,,Preventive and promotive health services,Health promotion
nyamira,2020_21,4,Preventive and promotive health services,Communicable disease control,,,False,,Preventive and promotive health services,Communicable disease control
nyamira,2020_21,4,Curative health services,,,,False,,Curative health services,
nyamira,2020_21,4,Curative health services,Medical services,,,False,,Curative health services,Medical services
nyandarua,2020_21,4,"Human Resource Man-
agement","Human Resource Manage-
ment (Including employee
gratuity, pension and medical
insurance)",97530000.0,97530000.0,False,,"Human Resource Man-
agement","Human Resource Manage-
ment (Including employee
gratuity, pension and medical
insurance)"
nyandarua,2020_21,4,"Preventive and Promotive
Services","Preventive and Promotive Ser-
vices",6504274.0,6301194.3,False,,"Preventive and Promotive
Services","Preventive and Promotive Ser-
vices"
nyandarua,2020_21,4,Curative Services,"Curative Services (includ-
ing universal health care and
grants)",781370324.0,601702022.6,False,,Curative Services,"Curative Services (includ-
ing universal health care and
grants)"
samburu,2020_21,4,"Medical Services, Public Health & Sanitation",,,,False,,"Medical Services, Public Health & Sanitation",
samburu,2020_21,4,"0401004210 P1
Preventive and
Promotive Health
Services","0401044210 SP2 Environmental &
Health promotion",71290325.0,63695088.0,False,,"0401004210 P1
Preventive and
Promotive Health
Services","0401044210 SP2 Environmental &
Health promotion"
samburu,2020_21,4,"0401004210 P1
Preventive and
Promotive Health
Services",0402014210 SP1 Nutrition,13898410.0,12726534.0,False,,"0401004210 P1
Preventive and
Promotive Health
Services",0402014210 SP1 Nutrition
samburu,2020_21,4,"0401004210 P1
Preventive and
Promotive Health
Services","0401054210 SP3 Communicable
Disease Control",86203050.0,85291532.0,False,,"0401004210 P1
Preventive and
Promotive Health
Services","0401054210 SP3 Communicable
Disease Control"
samburu,2020_21,4,"0401004210 P1
Preventive and
Promotive Health
Services","0401064210 SP4 Non-communica-
ble Disease Prevention & Control",37877350.0,37041584.0,False,,"0401004210 P1
Preventive and
Promotive Health
Services","0401064210 SP4 Non-communica-
ble Disease Prevention & Control"
samburu,2020_21,4,"0401004210 P1
Preventive and
Promotive Health
Services","0401074210 SP5 Reproductive,
Maternal, Neonatal, child and Ad-
olescent Health",50307630.0,49980615.0,False,,"0401004210 P1
Preventive and
Promotive Health
Services","0401074210 SP5 Reproductive,
Maternal, Neonatal, child and Ad-
olescent Health"
samburu,2020_21,4,"0402004210 P2
Curative Health","0402044210 SP1 County Hospital
and Referral Services",593569378.0,463357536.0,False,,"0402004210 P2
Curative Health","0402044210 SP1 County Hospital
and Referral Services"
samburu,2020_21,4,"0402004210 P2
Curative Health","0402054210 SP2 Free Primary
Health Services",109362174.0,108065851.0,False,,"0402004210 P2
Curative Health","0402054210 SP2 Free Primary
Health Services"
samburu,2020_21,4,"0403004210 P3
General Adminis-
tration Planning
and Support Ser-
vices","0403014210 SP1 Health Infrastruc-
ture Development",377541178.0,166266377.0,False,,"0403004210 P3
General Adminis-
tration Planning
and Support Ser-
vices","0403014210 SP1 Health Infrastruc-
ture Development"
samburu,2020_21,4,"0403004210 P3
General Adminis-
tration Planning
and Support Ser-
vices","0403054210 SP4 Health Policy,
Planning & Financing",22135121.0,16987820.0,False,,"0403004210 P3
General Adminis-
tration Planning
and Support Ser-
vices","0403054210 SP4 Health Policy,
Planning & Financing"
samburu,2020_21,4,"0403004210 P3
General Adminis-
tration Planning
and Support Ser-
vices","0403064210 SP5 Health Standards
and Quality Assurance Services",85940245.0,85814939.0,False,,"0403004210 P3
General Adminis-
tration Planning
and Support Ser-
vices","0403064210 SP5 Health Standards
and Quality Assurance Services"
siaya,2020_21,4,COUNTY HEALTH SERVICES,,,,False,,COUNTY HEALTH SERVICES,
siaya,2020_21,4,"Curative and Rehabilitative
Health Care Services","Curative and Rehabilitative
Health Care Services",156342739.0,109700204.0,False,,"Curative and Rehabilitative
Health Care Services","Curative and Rehabilitative
Health Care Services"
siaya,2020_21,4,"Preventive and Promotive
Health Services","Preventive and Promotive
Health Services",62587926.0,62587926.0,False,,"Preventive and Promotive
Health Services","Preventive and Promotive
Health Services"
siaya,2020_21,4,"Preventive and Promotive
Health Services",,,,False,,"Preventive and Promotive
Health Services",
taita,2020_21,4,402003260.0,Health Development Programme,211095024.0,202181580.0,False,,402003260.0,Health Development Programme
taita,2020_21,4,402003260.0,Health Development Programme,211095024.0,202181580.0,False,,402003260.0,Health Development Programme
trans,2020_21,4,Health Corporate,,,,False,,Health Corporate,
trans,2020_21,4,and Support Services,Preventive Health Services,383780914.0,276538700.0,False,,and Support Services,Preventive Health Services
uasin,2020_21,4,"Administration- Health
Services",Curative Health Services,124750000.0,6114451.0,False,,"Administration- Health
Services",Curative Health Services
uasin,2020_21,4,"Administration- Health
Services",Health Infrastructure,233494706.0,183413679.0,False,,"Administration- Health
Services",Health Infrastructure
uasin,2020_21,4,"Administration- Health
Services","Administration And Sup-
port Services",2300583995.0,2147063887.0,False,,"Administration- Health
Services","Administration And Sup-
port Services"
uasin,2020_21,4,"Administration- Health
Services",,2658828701.0,2336592017.0,False,,"Administration- Health
Services",
uasin,2020_21,4,Clinical Services,Health Infrastructure,3700000.0,,False,,Clinical Services,Health Infrastructure
uasin,2020_21,4,"Prevention and Health
Promotion","Administration And Sup-
port Services",749785.0,355800.0,False,,"Prevention and Health
Promotion","Administration And Sup-
port Services"
uasin,2020_21,4,"Prevention and Health
Promotion",,749785.0,355800.0,False,,"Prevention and Health
Promotion",
vihiga,2020_21,4,"Administration, Planning
and Support Service",Healthcare Financing,148528478.0,36810292.0,False,,"Administration, Planning
and Support Service",Healthcare Financing
vihiga,2020_21,4,"Promotive and Preventive
Healthcare Services",,9405284.0,823200.0,False,,"Promotive and Preventive
Healthcare Services",
vihiga,2020_21,4,"Promotive and Preventive
Healthcare Services",Public Health Services,3020000.0,350000.0,False,,"Promotive and Preventive
Healthcare Services",Public Health Services
vihiga,2020_21,4,"Promotive and Preventive
Healthcare Services","Community Health Strat-
egy",3320000.0,100000.0,False,,"Promotive and Preventive
Healthcare Services","Community Health Strat-
egy"
vihiga,2020_21,4,"Promotive and Preventive
Healthcare Services",Health Promotion,2175284.0,100000.0,False,,"Promotive and Preventive
Healthcare Services",Health Promotion
vihiga,2020_21,4,"Promotive and Preventive
Healthcare Services",Reproductive Healthcare,320000.0,93400.0,False,,"Promotive and Preventive
Healthcare Services",Reproductive Healthcare
vihiga,2020_21,4,"Promotive and Preventive
Healthcare Services","Disease Surveillance and
Emergency",570000.0,179800.0,False,,"Promotive and Preventive
Healthcare Services","Disease Surveillance and
Emergency"
vihiga,2020_21,4,"Curative And Rehabilita-
tive Health Services",,331489449.0,285213680.0,False,,"Curative And Rehabilita-
tive Health Services",
vihiga,2020_21,4,"Curative And Rehabilita-
tive Health Services",Medical services,328309449.0,283931220.0,False,,"Curative And Rehabilita-
tive Health Services",Medical services
vihiga,2020_21,4,"Curative And Rehabilita-
tive Health Services",County referral services,140000.0,82460.0,False,,"Curative And Rehabilita-
tive Health Services",County referral services
vihiga,2020_21,4,"Curative And Rehabilita-
tive Health Services","Drugs and Other Medical
Supplies",3040000.0,1200000.0,False,,"Curative And Rehabilita-
tive Health Services","Drugs and Other Medical
Supplies"
vihiga,2020_21,4,"Child and Maternal Health
Care",,61042028.0,31788046.0,False,,"Child and Maternal Health
Care",
vihiga,2020_21,4,"Child and Maternal Health
Care","Antenatal and Post Natal
healthcare",1600000.0,,False,,"Child and Maternal Health
Care","Antenatal and Post Natal
healthcare"
vihiga,2020_21,4,"Child and Maternal Health
Care","Antenatal and Post Natal
Healthcare",15195047.0,12147192.0,False,,"Child and Maternal Health
Care","Antenatal and Post Natal
Healthcare"
vihiga,2020_21,4,"Child and Maternal Health
Care",Maternity Services,23109396.0,8813103.0,False,,"Child and Maternal Health
Care",Maternity Services
vihiga,2020_21,4,"Child and Maternal Health
Care","Newborn, Child and Ado-
lescent Health",40000.0,,False,,"Child and Maternal Health
Care","Newborn, Child and Ado-
lescent Health"
vihiga,2020_21,4,"Child and Maternal Health
Care",Nutrition Services,21097585.0,10827751.0,False,,"Child and Maternal Health
Care",Nutrition Services
wajir,2020_21,4,"Public Health, Medical Service and Sanitation",,,,False,,"Public Health, Medical Service and Sanitation",
wajir,2020_21,4,Curative,Curative,856385636.0,751122000.0,False,,Curative,Curative
wajir,2020_21,4,Preventive,Preventive,145303140.0,108650000.0,False,,Preventive,Preventive
wajir,2020_21,4,Family Health,Family Health,136322302.0,131132636.0,False,,Family Health,Family Health
west,2020_21,4,"Health, Sanitation and Emergencies",,,,False,,"Health, Sanitation and Emergencies",
west,2020_21,4,"Health, Sanitation and Emergencies","SP 1(General Administration, planning
and Support Services",1299956302.0,1299000158.0,False,,"Health, Sanitation and Emergencies","SP 1(General Administration, planning
and Support Services"
west,2020_21,4,"Health, Sanitation and Emergencies",SP 2- (Preventive Health Services),88444286.0,77221618.0,False,,"Health, Sanitation and Emergencies",SP 2- (Preventive Health Services)
west,2020_21,4,"Health, Sanitation and Emergencies",SP 3- (Curative Health Services),324913573.0,265582052.0,False,,"Health, Sanitation and Emergencies",SP 3- (Curative Health Services)
west,2020_21,4,"Health, Sanitation and Emergencies",SP 4- (Kacheliba Sub county hospital),17770000.0,15707098.0,False,,"Health, Sanitation and Emergencies",SP 4- (Kacheliba Sub county hospital)
west,2020_21,4,"Health, Sanitation and Emergencies",SP 5- (Sigor Sub county hospital),17820000.0,16978877.0,False,,"Health, Sanitation and Emergencies",SP 5- (Sigor Sub county hospital)
west,2020_21,4,"Health, Sanitation and Emergencies",SP 6- (Chepareria Sub county hospital),16815000.0,14864771.0,False,,"Health, Sanitation and Emergencies",SP 6- (Chepareria Sub county hospital)
west,2020_21,4,"Health, Sanitation and Emergencies",SP 7(Facility Improvement Fund),66618608.0,52875303.0,False,,"Health, Sanitation and Emergencies",SP 7(Facility Improvement Fund)
west,2020_21,4,"Health, Sanitation and Emergencies",SP 8(Ward Specific),134212373.0,113075783.0,False,,"Health, Sanitation and Emergencies",SP 8(Ward Specific)
baringo,2021_22,1,Health/Preventive Services,,,,False,,Health/Preventive Services,
baringo,2021_22,1,Health/Preventive Services,"General Administration, Plan-
ning & Support Services",,,False,,Health/Preventive Services,"General Administration, Plan-
ning & Support Services"
baringo,2021_22,1,Health/Preventive Services,Support Service,,,False,,Health/Preventive Services,Support Service
baringo,2021_22,1,"Curative & Rehabilitative
Services",,153297872.0,,False,,"Curative & Rehabilitative
Services",
baringo,2021_22,1,"Curative & Rehabilitative
Services","General Administration, Plan-
ning & Support Services",,,False,,"Curative & Rehabilitative
Services","General Administration, Plan-
ning & Support Services"
baringo,2021_22,1,"Curative & Rehabilitative
Services",Support Service,153297872.0,,False,,"Curative & Rehabilitative
Services",Support Service
baringo,2021_22,1,"Curative & Rehabilitative
Services","Support to County Hospitals
(FIF)",,,False,,"Curative & Rehabilitative
Services","Support to County Hospitals
(FIF)"
baringo,2021_22,1,"Preventive & Promotive
Health Services",,390302096.0,10920246.0,False,,"Preventive & Promotive
Health Services",
baringo,2021_22,1,"Preventive & Promotive
Health Services",Infrastructure Development,390302096.0,10323603.0,False,,"Preventive & Promotive
Health Services",Infrastructure Development
baringo,2021_22,1,"Preventive & Promotive
Health Services","Compensation for User Fees For-
gone",,596643.0,False,,"Preventive & Promotive
Health Services","Compensation for User Fees For-
gone"
baringo,2021_22,1,"Preventive & Promotive
Health Services",Primary Health Care,,,False,,"Preventive & Promotive
Health Services",Primary Health Care
bomet,2021_22,1,Curative Services,Curative Services,183391102.0,,False,,Curative Services,Curative Services
bomet,2021_22,1,"Health care financ-
ing – transfers to
health facilities","Health care financing
– transfers to health
facilities",184408000.0,39364000.0,False,,"Health care financ-
ing – transfers to
health facilities","Health care financing
– transfers to health
facilities"
bomet,2021_22,1,"Health Infrastruc-
ture",Health Infrastructure,240407763.0,,False,,"Health Infrastruc-
ture",Health Infrastructure
bomet,2021_22,1,"Preventive & Pro-
motive Services","Preventive & Promo-
tive Services",88129352.0,120500.0,False,,"Preventive & Pro-
motive Services","Preventive & Promo-
tive Services"
bomet,2021_22,1,"Reproductive
Health Services","Reproductive Health
Services",82760607.0,,False,,"Reproductive
Health Services","Reproductive Health
Services"
bomet,2021_22,1,"Staff Medical Insur-
ance",Policy Development,3000000.0,,False,,"Staff Medical Insur-
ance",Policy Development
bomet,2021_22,1,"Staff Medical Insur-
ance",,2031628666.0,112675113.0,False,,"Staff Medical Insur-
ance",
bungoma,2021_22,1,HEALTH & SANITATION,,,,False,,HEALTH & SANITATION,
bungoma,2021_22,1,"SP 1: Health Administration
Planning and support services","SP 1: Health Administration
Planning and support services",332856809.0,717440.0,False,,"SP 1: Health Administration
Planning and support services","SP 1: Health Administration
Planning and support services"
bungoma,2021_22,1,SP3.Health Infrastructure,SP3.Health Infrastructure,262710027.0,,False,,SP3.Health Infrastructure,SP3.Health Infrastructure
bungoma,2021_22,1,"Programme 2: Preventive
Promotive and Rehabilita-
tive","Programme 2: Preventive
Promotive and Rehabilitative",,,False,,"Programme 2: Preventive
Promotive and Rehabilita-
tive","Programme 2: Preventive
Promotive and Rehabilitative"
bungoma,2021_22,1,"SP 2: Health Promotion ser-
vices","SP 2: Health Promotion ser-
vices",6000000.0,,False,,"SP 2: Health Promotion ser-
vices","SP 2: Health Promotion ser-
vices"
bungoma,2021_22,1,"SP 4: Community health ser-
vices","SP 4: Community health ser-
vices",78072000.0,,False,,"SP 4: Community health ser-
vices","SP 4: Community health ser-
vices"
bungoma,2021_22,1,"Programme 3: Curative &
health Services","Programme 3: Curative &
health Services",,,False,,"Programme 3: Curative &
health Services","Programme 3: Curative &
health Services"
bungoma,2021_22,1,"SP 3: Routine Medical Ser-
vices",SP 3: Routine Medical Services,424865820.0,,False,,"SP 3: Routine Medical Ser-
vices",SP 3: Routine Medical Services
bungoma,2021_22,1,"Programme 4: Health Re-
search","Programme 4: Health Re-
search",,,False,,"Programme 4: Health Re-
search","Programme 4: Health Re-
search"
bungoma,2021_22,1,"Programme 5: Maternal and
Child Health","Programme 5: Maternal and
Child Health",,,False,,"Programme 5: Maternal and
Child Health","Programme 5: Maternal and
Child Health"
bungoma,2021_22,1,"Programme IV: Urban En-
vironment, Health, Water,
Culture and Human Social
Services",,,,False,,"Programme IV: Urban En-
vironment, Health, Water,
Culture and Human Social
Services",
busia,2021_22,1,"CP 9: Veterinary Health
Services","CSP 9.1: Veterinary Disease con-
trol",11138104.0,,False,,"CP 9: Veterinary Health
Services","CSP 9.1: Veterinary Disease con-
trol"
busia,2021_22,1,"CP 9: Veterinary Health
Services",CSP 9.2:AI services,1000000.0,,False,,"CP 9: Veterinary Health
Services",CSP 9.2:AI services
busia,2021_22,1,"CP 9: Veterinary Health
Services",CSP 9.3 Meat inspection services,3000000.0,,False,,"CP 9: Veterinary Health
Services",CSP 9.3 Meat inspection services
busia,2021_22,1,"CP 9: Veterinary Health
Services",CSP 9.4 Veterinary Extension,5000000.0,,False,,"CP 9: Veterinary Health
Services",CSP 9.4 Veterinary Extension
busia,2021_22,1,HEALTH,,,,False,,HEALTH,
busia,2021_22,1,"CP 55: Curative Health
Services","CSP 55.1: Infrastructure develop-
ment",161900000.0,,False,,"CP 55: Curative Health
Services","CSP 55.1: Infrastructure develop-
ment"
busia,2021_22,1,"CP 55: Curative Health
Services",CSP 55.2: Hospital equipment,76401293.0,,False,,"CP 55: Curative Health
Services",CSP 55.2: Hospital equipment
busia,2021_22,1,"CP 56: Preventive and
Promotive Health services","CSP 56.1: Infrastructure develop-
ment",58573636.0,,False,,"CP 56: Preventive and
Promotive Health services","CSP 56.1: Infrastructure develop-
ment"
busia,2021_22,1,"CP 56: Preventive and
Promotive Health services","CSP 56.2: Lower level hospital
equipment",,,False,,"CP 56: Preventive and
Promotive Health services","CSP 56.2: Lower level hospital
equipment"
